前	5107
双	456
坏	214
哎	10
塑	22
姐	13
综	6
幕	117
翔	31
胖	29
湍	1
佟	35
几	5204
Ｇ	8
巨	39
绪	2
扭	36
杯	200
筒	4
e##e	825857
卷	296
闸	34
固	42
导	19
齿	7
舀	6
薅	1
辉	127
丈	17
再	5272
侃	13
咏	24
库	86
砂	24
尔	6
挖	222
蔚	36
沟	66
伞	41
删	12
嚣	1
鄢	16
琤	1
碧	14
符	146
披	61
爆	21
蒯	5
亲	138
涵	11
水	1300
炷	2
霈	1
瘸	4
禽	23
砼	4
殴	1
菁	13
所	5816
旅	185
摄	1932
么	34
勋	5
赊	8
重	981
灌	28
哏	1
坎	8
煳	1
结	246
×	50
贻	3
潞	1
奈	1
兢	22
学	1242
翩	1
帽	9
臭	33
诱	4
递	48
钞	3
培	14
癸	1
硼	1
溴	2
持	329
技	22
罪	148
标	60
钽	3
伉	13
予	85
越	1025
雾	58
瞎	22
笑	373
盯	86
耗	22
弘	26
翌	2
袜	6
氟	9
辞	42
匡	8
加	580
冢	2
锥	4
钤	1
砧	1
宦	3
缩	19
舫	20
悬	53
贵	174
圹	1
稻	19
尿	21
晃	20
臂	29
故	106
蓄	23
识	81
噍	1
酶	16
免	155
城	584
筑	81
痹	8
秒	391
揖	3
江	4006
连	1090
卡	131
狠	47
癣	2
略	199
瓤	1
芥	1
彩	30
扫	87
乳	4
赵	1495
仿	27
偷	138
叶	618
睹	27
相	1422
驻	1545
好	8876
箫	5
屿	1
怂	1
撅	2
争	417
梭	6
王	6084
谊	6
傍	9
球	608
疏	37
阎	159
骑	118
崔	272
或	4326
趟	100
踞	35
务	15
花	978
垣	3
逢	94
钥	1
锤	20
缨	3
莫	197
妆	3
斯	83
澳	290
贴	185
冷	148
制	169
霸	18
礼	67
鸾	1
牧	67
聂	84
擅	12
庹	1
舷	2
仉	1
友	73
酌	6
噎	1
竑	1
子	125
硒	1
糕	2
缸	33
蛙	6
毛	1173
玻	7
跟	413
占	2663
矣	50
哥	26
秧	13
绩	10
惭	2
普	14
衩	1
俳	5
泵	3
赴	607
雹	1
引	243
寻	108
饼	8
掀	25
搅	23
薄	133
三	6829
辈	34
倍	758
册	298
甏	1
嚎	1
父	59
３	3213
墒	8
抖	18
榜	26
负	488
玠	5
圣	14
邢	70
琥	1
疤	4
大	14538
窦	28
鸩	1
挫	11
粪	26
支	1140
暮	10
樱	11
记	470
漳	1
趴	15
状	47
垸	1
鬻	2
钺	3
庾	3
扁	3
权	359
悠	1
义	104
迈	111
瓶	97
遍	238
里	4580
畏	11
寐	1
当	2786
厢	6
展	131
拖	134
赟	2
仞	3
珠	28
督	3
嗤	1
荐	10
荫	11
恭	5
蛮	17
橱	2
佳	181
具	333
铺	151
顽	3
绾	5
搀	5
肃	19
蜂	7
莅	3
阀	2
栈	1
咋	44
芒	8
芬	11
墓	83
２	1688
稔	1
暗	64
佘	18
耘	2
沛	4
挚	1
依	114
东	511
吠	1
那	2963
厥	1
判	92
座	1115
笪	14
芯	8
煜	3
铁	150
梳	3
段	1341
嚷	11
锶	4
熹	2
逸	17
区	857
羽	28
社	114
旁	164
匮	1
胃	21
杂	39
菅	1
爷	3
滇	19
浆	11
觉	82
案	243
癌	23
煎	16
归	264
敖	2
聘	61
泛	29
挎	13
保	391
面	504
句	895
继	272
秩	2
锵	3
腮	6
深	910
汰	3
裳	2
轲	6
诵	9
雷	923
镶	25
凹	4
系	401
忽	49
幼	21
竿	4
考	80
茅	20
抄	57
万	2473
殊	10
霍	76
鞍	2
睛	4
岐	4
徒	26
肘	2
溜	24
赋	21
钠	17
愚	11
帧	13
綦	1
天	3634
墨	173
宪	17
札	5
音	76
贱	11
墟	1
炸	67
玺	1
］	8
恋	18
稿	94
蕴	1
擀	12
恃	1
捅	20
拄	20
蹇	2
驶	80
坍	7
雌	11
野	61
忒	4
孕	6
虏	1
晗	4
汛	3
觞	1
铠	1
遣	8
矢	5
勤	89
左	385
磨	65
葫	3
弦	22
杭	30
良	53
泰	146
陷	26
≠	1
兹	7
罕	2
类	790
珺	33
匠	7
穿	503
仔	8
攀	47
昂	11
彗	1
樊	59
『	4064
岑	6
蕙	1
馓	2
笔	516
林	909
烘	3
涛	340
戚	53
菽	2
唠	2
墩	4
诲	1
斫	1
雏	2
本	2116
串	91
点	1792
㧟	1
刺	62
纽	2
宿	25
砾	2
臃	1
担	107
过	5095
豆	21
棉	55
雍	4
④	16
珏	3
偎	4
姓	166
孔	287
券	11
仝	3
潜	15
铡	1
院	390
卤	1
忧	113
票	433
走	3712
蹲	70
瑶	17
烹	6
酸	21
绽	8
彼	14
寿	20
顾	363
搁	22
℃	62
暂	63
舅	4
锋	751
骖	1
阍	1
炎	10
少	1709
朗	16
耙	7
膘	1
洛	2
抚	5
渝	49
遵	13
弧	3
馨	18
蔫	5
昭	55
振	30
谱	42
躲	70
锟	1
魔	8
鸽	13
碾	4
摁	11
潇	1
览	7
畋	1
降	465
协	11
郎	105
屑	2
绒	5
婕	4
赛	199
九	1576
远	626
俑	2
酣	7
团	441
剥	24
古	474
姨	5
柬	132
药	299
惮	1
驿	1
煦	13
仲	34
说	17649
银	121
凸	9
勺	5
幽	9
翼	15
桔	3
极	661
昀	2
怄	2
漆	17
殉	2
隋	24
褊	1
同	4312
猎	13
帐	3
研	33
艘	190
战	440
些	651
脚	260
涝	12
谜	43
眄	1
瘠	2
劣	40
酚	4
冥	1
Ｆ	34
箩	2
太	1254
断	312
搬	209
肯	121
辱	9
丰	94
洲	45
眶	1
爸	22
麻	25
尼	32
渊	12
但	8150
诉	39
像	1992
华	592
丹	48
塔	95
杖	3
托	116
距	197
汜	1
频	17
燥	1
彦	34
旭	49
葬	7
惯	58
据	5989
俱	36
买	1325
瓷	10
靶	16
叹	51
缕	23
鱼	251
签	112
蚀	8
辆	680
怖	2
和	72601
』	4051
１	3455
庐	3
夕	16
颔	2
折	112
丛	39
贝	21
尧	14
骨	33
撬	22
怯	4
漱	1
液	3
匹	43
崽	3
宾	4
蛀	5
胄	18
汇	98
歉	6
陋	5
镍	7
铌	3
偏	473
网	191
珹	1
舢	1
徊	1
麦	46
著	80
拘	2
湛	4
赝	1
【	2
睡	141
因	2274
入	942
烤	21
翦	10
孩	5
虫	40
蓬	7
息	36
豪	4
仰	17
裴	44
呷	4
韶	1
幻	11
出	7495
顿	155
蚁	1
最	6681
搂	16
誉	19
鞋	123
嫖	2
钍	2
锌	17
熏	14
庑	1
鼐	1
宓	34
夔	1
斗	67
翘	12
湘	54
供	351
吮	1
錾	1
眠	13
琢	8
带	1460
笨	14
枫	21
堪	29
播	51
蔬	2
估	7
讳	1
喷	32
阶	2
犹	56
庵	2
债	81
缓	106
Ｔ	2
杀	128
情	576
掷	14
淇	4
埋	109
响	216
界	48
减	348
黑	275
齐	315
篓	5
磕	4
奔	197
旗	89
晖	48
拙	4
进	2134
聚	79
妻	53
淤	26
靠	1482
口	490
呢	1068
煤	171
巧	62
嫩	13
拦	44
敬	56
笼	12
轰	14
棵	238
闷	12
陶	249
呛	10
卸	45
翻	258
姿	17
驾	34
烁	2
范	298
撂	17
者	347
洇	3
了	76178
看	3781
名	6818
徐	1061
鬓	2
粒	63
堕	2
蔗	2
暖	118
掘	16
肚	14
阡	3
鞠	35
钢	99
冤	11
紧	312
度	293
娩	1
末	422
搭	197
芮	14
踱	3
辰	2
男	327
隶	4
刹	30
⑵	6
鼻	17
尽	506
痴	14
晁	4
荃	7
擂	6
浇	84
仆	1
诈	6
硕	5
委	64
佛	32
汝	16
捻	4
透	118
陡	34
炬	2
铢	55
健	252
凤	20
寨	19
葭	1
旬	15
甡	1
乱	538
述	26
零	163
特	176
司	87
彻	5
图	1202
籽	4
饿	69
要	20607
栀	3
沃	8
辅	35
脆	13
甭	13
箍	3
序	62
绢	4
逐	57
钓	32
异	45
阔	19
会	6134
舜	1
虚	100
焦	69
吨	1304
被	7146
训	54
躯	10
贮	9
冉	43
鹜	1
尸	6
傻	34
强	1735
弓	13
唾	1
见	1168
血	186
迅	5
蹄	10
苇	5
腆	1
藉	3
澍	11
痣	4
经	1506
金	1144
遐	1
遏	2
卒	11
筝	1
笞	1
佚	1
悲	18
蛟	1
敞	4
婆	1
翥	17
鹤	13
琐	1
闩	1
周	4623
坪	7
语	101
浮	41
恰	65
艇	26
晴	46
奶	60
僻	3
囿	18
调	294
Ｅ	29
验	30
妙	58
吓	39
玒	3
隔	144
洙	1
芜	1
星	159
颠	16
客	82
弥	13
纤	1
甩	48
钨	4
瞪	17
淳	4
港	450
涮	1
脱	119
°	4
莲	13
朵	93
暴	12
犀	1
岸	45
阿	256
轴	5
检	64
郜	15
扇	39
臆	1
蕉	1
灶	27
嫌	72
鹏	1679
兑	134
灏	2
畸	1
浙	23
拜	59
晟	6
剧	85
哨	19
衫	2
甦	1
淮	41
胰	1
葳	1
菲	143
杵	1
更	7014
穷	283
狼	34
梁	525
、	134293
匪	7
溅	18
耆	2
馋	14
昊	114
窍	4
邑	2
焐	5
划	118
氨	8
栖	11
沙	128
膛	2
业	140
芝	1
茜	5
搞	1644
Ｄ	131
倦	9
钩	18
用	5303
瘪	8
邳	2
侯	229
氮	31
±	16
△	50
朴	38
粹	2
硌	3
冻	67
寞	1
瞿	19
吾	22
裁	16
坡	54
跃	102
仅	1825
纷	4
菇	6
聆	3
蓉	4
效	26
始	103
屎	13
郑	719
禹	8
嗓	4
雕	29
诗	377
酥	5
咎	1
摞	25
祠	3
绥	6
彤	33
哩	40
陪	99
贲	2
俯	12
腰	80
色	107
篷	3
顶	261
击	34
幺	1
矿	137
瑾	15
清	465
澄	3
指	591
肆	1
蚊	5
稍	165
完	681
式	123
瀑	5
阕	1
袖	5
亚	405
期	516
撞	121
堡	1
鸥	1
群	278
邦	28
溯	7
伯	2
釉	1
昵	1
尹	163
锉	1
纺	14
爽	17
钾	8
赃	1
久	278
俄	1446
胆	14
奋	14
富	319
遑	3
勒	19
陕	46
淘	36
滚	55
菜	347
束	57
忤	1
卧	45
烦	16
门	578
楫	2
雪	401
诬	3
软	71
眺	3
柴	101
筷	2
壶	15
屹	2
养	400
建	1281
叼	3
睿	2
链	7
言	231
溃	3
褂	1
超	218
肇	2
蜀	12
枉	13
骋	2
妍	66
砌	27
禅	5
．	6
皓	7
儒	14
梗	7
辙	6
丘	26
抛	97
撮	1
膝	12
怜	4
管	715
稠	6
孚	2
尤	74
垄	5
莱	4
舰	14
苟	21
羹	2
常	683
值	137
毁	165
仃	8
镌	3
荆	14
立	430
蕊	3
种	5155
塌	32
ｎ	4
发	1095
剐	1
酒	441
痕	3
这	23299
乘	262
招	164
赚	168
杞	1
寡	10
绣	17
奢	14
工	137
烧	155
０	70
韩	832
器	3
番	221
衬	8
泯	8
轮	830
菱	7
扰	5
磷	22
幸	16
函	73
灼	4
铿	7
檀	3
七	637
概	7
有	30901
俭	12
程	369
蘖	2
复	68
小	3834
美	3385
冒	253
髯	5
栗	8
伙	44
踪	7
戛	1
辛	63
窠	2
鸣	86
倚	14
粤	63
厦	8
眩	1
氯	4
侮	1
嘶	2
佤	1
砷	2
家	4768
Ｙ	4
纸	145
刻	102
炼	12
乃	88
观	119
浅	50
泄	9
杉	4
屏	3
翎	4
卑	4
狐	7
街	304
余	2289
付	178
扛	58
铎	30
胜	531
琬	5
章	360
另	1134
革	19
雨	297
闪	35
赓	7
修	343
捱	1
顷	13
役	22
绸	3
兽	6
较	2957
沅	2
葩	1
月	1902
宋	767
碍	15
倒	358
唔	1
优	166
肝	20
斟	10
窄	52
骡	1
笠	1
粥	7
冧	1
在	78485
琪	10
袭	51
涯	10
踮	1
抱	245
′	6
撵	9
娶	31
纹	11
Ｘ	9
去	4092
尺	62
炽	2
酹	1
瘾	25
促	168
桂	71
泅	1
资	121
燠	1
杈	2
摊	57
芹	17
铕	1
畔	61
仙	5
潘	390
虞	24
峥	3
坨	1
毫	3
路	1426
洼	4
英	561
柳	161
垒	24
整	140
究	46
烽	3
兼	867
百	918
倏	2
袂	1
谅	4
址	7
昉	1
笋	3
舐	1
砍	118
刑	33
霓	1
炒	115
吕	396
喔	1
碘	42
丙	3
瓮	1
思	132
膜	30
琛	8
宠	8
Ｃ	93
颢	1
倔	1
亮	283
舱	34
掰	15
育	84
戟	1
夷	5
医	65
冼	8
难	1493
酋	1
诀	3
裂	28
捷	71
拆	106
筋	6
黎	269
剑	73
呕	1
量	116
乙	42
还	10551
绑	22
履	5
照	202
罐	13
险	78
哪	343
寓	28
婿	1
杳	1
葵	5
轿	4
祷	2
棕	2
祥	14
长	1764
盾	39
趁	55
漂	15
Ｍ	5
希	24
骏	23
躬	11
疑	11
吐	75
邓	2186
厕	12
枝	69
由	7542
碣	1
Ｂ	222
隧	1
锦	19
倨	1
猪	185
踬	1
珩	8
戴	485
康	141
妹	32
砸	102
钻	123
笺	4
势	112
汀	1
紊	1
毅	110
蛇	31
坠	16
忍	55
奎	47
嗑	1
呐	10
青	272
仗	42
赖	74
拟	129
巡	7
屠	17
罢	68
啦	115
蹦	18
迭	19
蹬	19
旱	52
想	2414
杲	5
绷	17
嗲	1
憾	4
矫	2
勿	46
酾	1
洁	52
辂	3
昇	3
脉	8
铭	21
簋	1
－	15
锑	5
璐	10
倓	1
瞒	17
渗	11
扮	11
朝	265
舟	44
锚	4
骤	20
储	27
京	1335
樯	1
睨	1
撰	5
耳	63
缘	55
茵	8
帷	1
夹	60
渺	2
吻	11
嚼	24
爿	6
流	249
桃	18
珊	3
屋	123
菊	111
镑	7
铐	2
道	871
单	269
裘	14
葛	132
诚	57
曜	2
糠	3
殓	1
酩	6
都	12202
豫	40
只	3901
潭	15
们	4891
拴	30
她	5131
寺	11
弑	1
盼	121
剿	3
苔	2
沁	2
瘁	1
覃	24
洪	198
肉	162
愈	105
戊	1
宏	46
貉	1
唐	629
侗	5
棘	2
薛	255
蜜	10
素	35
鸢	1
骥	13
瞧	52
琦	29
爪	1
亭	11
眨	6
讯	4046
膳	2
抵	207
邮	13
德	370
守	145
夸	35
喻	42
隽	1
眼	335
县	1638
逾	145
捣	7
摆	459
慈	3
黍	1
档	25
哑	6
镐	9
脏	83
俗	19
裙	5
曝	3
杜	508
峡	16
兀	1
幢	119
童	152
孤	23
韧	2
烩	2
若	349
淫	5
剪	47
转	549
误	110
格	48
数	575
至	4088
部	1366
祸	14
闻	163
空	156
国	5511
逼	115
灾	112
谁	1262
祭	31
蜇	1
把	10301
羌	1
碎	50
向	8369
盅	3
众	92
莘	1
嗅	11
昝	5
果	150
挟	8
红	434
室	84
钦	38
倩	10
熨	5
贫	53
努	1
中	26074
萱	8
新	14101
舵	4
Ｗ	9
蹈	9
鳖	9
画	599
猿	9
煨	3
豁	12
浊	10
评	234
蝇	6
垠	1
懈	1
忌	41
魏	273
风	468
弊	19
盒	54
叔	17
敛	4
蝎	4
柜	8
损	38
屡	81
诺	9
瓦	48
赫	5
约	1311
蹭	9
森	36
葱	9
曲	252
援	54
项	3595
莉	44
竺	3
白	668
卿	12
一	47278
撇	6
掉	521
戈	18
蹿	10
拯	7
颏	1
阐	1
冕	7
途	13
怒	5
樘	2
褚	91
搜	18
悟	23
御	4
索	31
妥	18
堤	48
咧	4
玩	144
刨	29
享	32
吆	1
谬	1
梯	12
悉	9
芳	182
Ｖ	4
容	50
示	38
喽	4
吼	17
匾	16
迁	151
赂	1
觅	35
杆	45
揉	16
扈	13
腊	2
巍	30
飏	1
限	83
Ⅲ	9
燕	49
泗	1
毙	4
楚	47
［	8
惟	14
捞	70
嫣	3
睦	3
叩	11
警	110
柱	20
晰	1
拳	30
敲	99
懵	6
对	27688
饺	1
闽	49
呼	53
企	30
晞	14
涂	59
椅	7
按	1765
颙	3
铂	4
焕	3
谗	2
辖	45
哦	21
斛	2
凄	3
Ａ	433
纠	19
颤	10
吧	435
垦	15
动	317
丫	2
购	181
议	55
朱	2093
戳	13
▲	114
践	6
阻	7
禺	8
钼	2
摇	59
草	240
拈	7
臊	1
鳌	2
弛	6
坑	69
盐	30
踢	170
汗	79
窥	5
觚	1
霉	3
巢	23
奥	63
垧	1
韦	114
否	12
殆	1
曰	79
艳	57
筹	46
登	342
哼	19
偿	8
躁	14
殃	1
截	37
梅	180
文	523
昆	179
抉	1
律	15
鲍	70
福	75
税	313
炕	19
世	180
舞	109
张	7355
宣	39
喧	4
瘦	47
助	118
辫	1
倪	85
沭	1
贬	16
漉	1
掳	1
嘲	2
襟	3
羡	1
瞻	12
砺	2
咽	11
仁	14
颓	3
求	508
装	263
襄	15
埠	2
拉	565
聊	64
嵌	18
肌	6
监	7
坐	690
瓢	11
兔	29
湖	118
遥	24
蓝	143
啜	3
迫	19
杰	230
腴	1
巷	19
并	10496
竹	51
倾	71
啼	6
凿	30
岔	2
丁	606
沂	6
栅	1
授	24
＋	19
掖	5
夏	374
阑	2
钒	9
〕	35
熔	12
洗	183
望	295
斜	28
感	232
鸡	160
鬣	1
砥	1
利	270
厨	7
伫	1
葆	27
谭	227
昱	2
枰	2
蒲	43
怵	5
庶	2
宸	7
疼	39
儿	15
激	18
桅	4
规	18
馁	1
】	2
绍	1
惊	72
籍	37
奏	56
卓	23
瓒	1
偕	8
诏	1
他	19823
橙	5
棚	22
苞	6
幡	1
忠	85
季	183
秤	37
啧	1
剩	63
仨	5
淬	2
缚	6
弩	4
致	287
延	22
驹	1
寸	46
命	100
酿	16
勾	27
退	254
璃	1
瞅	22
阄	1
肋	3
＊	180
舌	4
邬	11
沓	19
畦	5
且	405
焖	3
喙	1
眚	1
宝	86
娜	10
废	58
怠	2
涩	6
谨	41
炫	1
伪	13
爬	137
售	190
堰	1
岳	66
鬲	1
陌	1
方	746
机	108
讽	2
亿	334
贾	444
铃	8
附	1689
屈	37
揍	6
觑	3
桐	4
泓	18
乔	390
狗	67
员	77
坚	27
寝	2
统	36
换	548
查	297
晤	4
楦	3
椽	4
烫	22
班	283
雯	72
啮	1
念	99
年	15535
拷	4
全	2007
睇	1
摸	99
材	11
鲸	6
邀	58
吃	1447
厂	1035
的	358151
鲁	186
馆	101
羊	224
忻	2
昏	24
佬	2
谓	30
懂	292
五	2471
列	326
错	193
窜	25
鸟	142
肠	15
探	59
贩	36
篆	2
犬	5
失	183
碰	56
户	1338
贯	8
改	676
蒸	20
绶	1
螺	1
允	6
参	51
雄	39
秆	2
配	324
聋	13
Ｉ	2
拌	21
晏	8
毒	105
何	1061
滔	2
猝	1
凖	1
留	420
孝	7
藻	4
州	148
Ⅱ	8
惠	21
董	715
来	10292
蛤	1
触	25
浩	54
注	75
火	302
迪	2
独	98
谏	3
问	1092
饱	47
声	400
米	1779
谴	1
酉	1
维	25
琨	12
湿	67
隅	3
霄	38
宇	70
堆	136
粉	17
憋	28
萎	2
褐	2
涓	3
井	165
演	173
钙	25
甘	80
阚	7
窝	36
龟	54
股	538
祎	1
邰	2
‰	1
质	120
个	17171
咳	4
琮	8
碱	27
〉	65
纵	30
缴	105
获	902
耶	10
榻	1
俞	184
便	1697
嘴	91
郁	49
捡	60
剂	14
雅	31
篇	754
渍	4
懋	1
鹊	2
拍	253
柏	21
滕	38
受	1739
啥	135
邻	13
翟	76
属	441
胡	1587
Ⅰ	3
缺	206
桦	34
狭	2
饰	23
巳	1
绵	3
恶	48
婴	7
智	60
歼	2
送	1799
冀	65
阅	26
瞄	5
领	190
尉	304
床	130
舍	46
掌	19
树	672
丕	1
北	340
炖	9
喘	18
铨	1
宜	67
弟	17
怡	47
抢	197
春	323
欧	624
梦	281
氩	1
涨	48
祉	1
溪	15
眯	7
钮	24
眭	1
摈	1
樽	1
讼	1
沾	46
遁	3
净	157
啃	56
狂	50
际	7
词	115
腋	1
廊	10
才	3648
菌	19
杏	3
擎	17
桑	30
槐	6
浓	134
亢	13
脊	3
返	73
南	873
僖	1
祛	7
囚	4
鳞	6
凑	76
散	129
拢	23
歧	2
跨	1049
八	1394
仪	165
召	9
坯	5
铮	12
称	857
②	42
荷	84
胶	17
摹	2
旸	2
使	8224
虔	2
刀	154
鄂	52
各	4288
颇	451
师	199
祖	19
而	9891
亓	2
椒	2
涕	2
气	283
化	108
嘘	3
媛	6
甚	175
粟	13
＞	4
峙	21
吱	1
斥	14
薰	3
辩	11
劫	17
贪	41
箱	78
溉	1
纳	30
·	238
茶	139
蘸	13
蔺	4
压	238
沿	211
漾	5
病	465
职	205
李	8285
译	51
仓	16
喏	2
郗	4
卖	857
埙	2
噘	3
嘎	3
锻	1
糟	12
握	75
窑	26
慢	127
日	1839
⑤	10
武	195
俩	184
型	71
浪	102
凭	227
驰	17
绳	40
饲	2
匿	2
捶	3
蟹	5
槽	3
汁	2
锅	82
）	23886
脍	3
悌	2
搏	22
檐	4
专	189
滂	1
逗	16
玖	1
隘	1
颜	86
羞	14
挡	45
抠	14
攥	15
撤	59
亨	2
别	304
催	68
启	27
垮	52
妲	1
喆	8
补	224
达	3535
十	1417
畅	77
哄	23
密	32
终	145
手	937
饶	33
背	219
荀	9
角	121
隆	8
筏	1
遗	10
取	270
静	101
盘	292
祝	241
龄	12
荡	20
桧	1
详	7
佩	10
滨	30
跪	44
六	995
矮	26
筱	1
平	579
雒	1
Ｈ	11
旺	81
俾	2
犁	52
匀	5
适	32
甄	6
妇	7
（	23888
赎	4
尊	70
明	429
输	186
冗	1
隙	5
缅	21
宛	5
琚	1
额	64
夜	313
抡	17
挠	3
枣	28
亩	1369
玫	2
谪	2
炭	12
疯	19
阮	81
叭	5
烨	45
崴	49
∶	17
携	51
趿	1
举	176
污	24
埃	128
遂	79
铅	45
啄	5
穆	45
廉	67
届	4824
─	1
慌	21
●	306
虎	405
黢	1
法	889
赔	52
剖	3
橹	1
鹞	1
恢	1
蕤	1
珂	6
滩	11
轨	18
叫	862
汪	316
郭	631
公	151
闯	275
孰	27
珲	2
涿	1
扶	139
曹	468
读	822
藩	1
楼	433
擒	7
乾	14
刁	25
圃	2
琅	7
善	108
备	89
骆	32
很	6590
耍	16
漓	2
袒	1
谕	2
阙	10
笛	3
钚	3
庞	77
戡	2
掠	11
羚	2
营	84
斤	116
闰	1
温	373
侨	33
猫	49
沪	186
逭	1
冬	160
锯	13
皮	101
娱	8
宰	33
Ｓ	3
嘟	1
栽	119
贿	5
剁	10
烂	47
奇	87
俐	3
捋	5
糊	10
恍	3
娇	13
敏	95
腌	12
体	51
棒	28
汕	4
藏	296
噙	10
埘	1
筛	5
硝	3
姜	464
绞	7
⑥	6
藤	14
筐	18
蹩	1
卫	43
泪	92
遭	202
目	64
驱	7
巴	926
慷	5
虹	50
死	549
浔	3
弗	1
羁	2
邃	3
厅	113
庇	2
蒋	607
融	105
昌	14
谐	5
隗	6
熙	7
倘	25
岛	180
莞	4
帜	2
窟	2
□	3
搠	1
患	276
澧	1
接	420
产	280
账	173
霆	1
鞭	5
犯	161
厉	45
碳	10
Ｒ	1
宵	2
娴	7
收	771
耸	9
治	503
挺	110
辽	39
哒	1
呀	198
烃	1
坂	1
织	45
秉	2
晌	1
苏	438
慎	30
跑	575
汐	1
试	154
盗	41
啖	3
博	38
忝	1
耻	9
竟	471
神	157
①	44
浦	5
仕	1
表	147
歪	25
短	326
噬	6
煮	49
己	96
壳	18
署	27
嘿	8
泻	17
疾	7
追	172
怔	6
锁	68
逃	120
垂	30
包	384
粗	58
热	329
６	1471
服	67
暌	1
戏	335
酬	11
沐	14
栓	1
寂	2
嗯	4
鄙	1
厚	105
缝	45
府	28
娟	22
组	600
蔡	375
挥	57
护	85
丧	15
润	25
梨	17
含	323
霭	1
冮	5
铈	1
莺	11
赘	1
浴	10
镁	4
铀	9
埂	1
寇	29
狄	6
繇	1
奉	53
浑	10
盹	1
桓	6
濒	2
嗖	2
馥	1
彝	3
络	6
钧	25
鑫	19
副	6967
燮	4
峰	75
孵	5
时	8182
腹	18
胸	46
湾	5
载	239
身	428
销	174
阂	1
徇	1
将	15137
墉	6
斋	9
钬	1
酽	1
掏	108
怎	106
赙	1
焘	8
刚	810
报	858
挤	198
侧	33
谦	75
疫	1
横	93
环	178
逮	11
岱	4
锲	9
侈	1
脸	223
似	260
殿	5
栾	11
品	82
镀	14
燃	28
祈	5
旋	18
描	9
赐	13
乒	2
烙	10
绝	109
察	25
塞	122
臣	9
夺	216
拥	38
荤	6
姑	5
闫	3
园	66
鼓	71
可	4369
遮	32
干	1499
⑶	5
惹	40
添	153
艺	48
份	1234
硫	12
诿	3
吁	2
喀	7
玄	3
妈	43
民	429
互	110
候	6
靡	2
帝	11
增	499
搡	5
酱	9
愣	25
∥	2
惰	3
榨	4
甫	26
嘭	4
炮	35
就	16877
叉	4
纲	32
宴	13
活	580
丽	51
介	4
围	208
瑁	1
元	9608
奸	2
婷	9
莠	1
捏	34
胎	22
圭	3
比	3265
块	762
孟	290
飞	446
葡	127
无	2035
Ⅳ	4
轧	21
虐	1
桩	66
韬	17
僮	1
山	569
踩	83
女	2352
辨	31
茫	2
裾	1
袁	356
锂	13
内	3375
逄	12
缆	13
安	366
倭	1
萌	12
熬	53
辑	33
渐	89
誓	10
洒	84
榕	7
唯	57
钗	1
霖	2
刘	3775
焚	12
四	2873
碟	15
缄	1
映	45
伦	7
让	3499
褪	12
听	899
炯	52
献	318
媳	1
破	263
撷	1
莹	20
舸	42
廷	4
款	273
濡	1
勃	8
孜	1
鳇	1
蛋	97
竣	2
捎	34
近	3515
乐	231
钋	2
浒	1
衔	6
哗	2
靖	17
叙	99
黛	1
党	5204
川	93
食	88
锐	45
拣	36
敢	444
车	1087
坦	40
闭	54
棺	3
忱	2
鹰	26
舒	159
蝶	13
任	1934
省	1890
拱	11
刃	8
喂	75
算	509
簇	11
